Municipality Name,Email,Phone,Website
"Gardendale	P. O. Box 889 Gardendale, AL 35071	(205) 631-8789	www.cityofgardendale.com	info@cityofgardendale.com","info@cityofgardendale.com","(205) 631-8789","www.cityofgardendale.com"
"Gaylesville	P.O. Box 156 Gaylesville, AL 35973	(256) 422-3568","","(256) 422-3568",""
"Geiger	201 Broadway St. Geiger, AL 35459	(205) 455-2811","","(205) 455-2811",""
"Geneva	P. O. Box 37 Geneva, AL 36340	(334) 684-2485	www.cityofgeneva.com	ljohnson@genevaal.gov","ljohnson@genevaal.gov","(334) 684-2485","www.cityofgeneva.com"
"Georgiana	P. O. Box 310 Georgiana, AL 36033	(334) 376-2555	www.cityofgeorgiana.com	cityofgeorgiana@camelliacom.com","cityofgeorgiana@camelliacom.com","(334) 376-2555","www.cityofgeorgiana.com"
"Geraldine	P. O. Box 183 Geraldine, AL 35974	(256) 659-2122	www.townofgeraldineal.com	clerk@townofgeraldineal.com","clerk@townofgeraldineal.com","(256) 659-2122","www.townofgeraldineal.com"
"Gilbertown	P.O. Box 152 Gilbertown, AL 36908	(251) 843-2766		clerkgilbertown@outlook.com","clerkgilbertown@outlook.com","(251) 843-2766",""
"Glen Allen	P. O. Box 40 Glen Allen, AL 35559	(205) 487-2014		townglenallen@yahoo.com","townglenallen@yahoo.com","(205) 487-2014",""
"Glencoe	201 West Chastain Blvd. Glencoe, AL 35905	(256) 492-1424	www.cityofglencoe.net	jannagardner@cityofglencoe.org","jannagardner@cityofglencoe.org","(256) 492-1424","www.cityofglencoe.net"
"Glenwood	P. O. Box 217 Glenwood, AL 36034	(334) 335-4463		glenwood@troycable.net","glenwood@troycable.net","(334) 335-4463",""
"Good Hope	135 Municipal Drive Cullman, AL 35057	(256) 739-3757	www.goodhopeal.com	clerk@goodhopeal.com","clerk@goodhopeal.com","(256) 739-3757","www.goodhopeal.com"
"Goodwater	P. O. Box 45 Goodwater, AL 35072	(256) 839-6301		tina@cityofgoodwater.com","tina@cityofgoodwater.com","(256) 839-6301",""
"Gordo	P. O. Box 348 Gordo, AL 35466	(205) 364-7111		krpatterson@townofgordo.com","krpatterson@townofgordo.com","(205) 364-7111",""
"Gordon	P. O. Box 46 Gordon, AL 36343	(334) 522-3113	https://townofgordon.org	townofgordon@gmail.com","townofgordon@gmail.com","(334) 522-3113","https://townofgordon.org"
"Gordonville	494 Wall St. Gordonville, AL 36040	(334) 521-8025		gordonvillealmayor@gmail.com","gordonvillealmayor@gmail.com","(334) 521-8025",""
"Goshen	P. O. Box 146 Goshen, AL 36035	(334) 484-3246		goshenal@troycable.net","goshenal@troycable.net","(334) 484-3246",""
"Grant	P. O. Box 70 Grant, AL 35747	(256) 728-2007	www.grantal.org	elooney@grantal.org","elooney@grantal.org","(256) 728-2007","www.grantal.org"
"Graysville	P. O. Box 130 Graysville, AL 35073	(205) 674-5643	www.graysvillecity.com	contact@graysville.org","contact@graysville.org","(205) 674-5643","www.graysvillecity.com"
"Greensboro	1101 Main Street Greensboro, AL 36744	(334) 624-8119		cook0719@bellsouth.net","cook0719@bellsouth.net","(334) 624-8119",""
"Greenville	P. O. Box 158 Greenville, AL 36037	(334) 382-2647	www.greenville-alabama.com	dee@cityofgville.com","dee@cityofgville.com","(334) 382-2647","www.greenville-alabama.com"
"Grimes	1984 County Road 25 Dothan, AL 36303	(334) 803-0224		jackirk67@yahoo.com","jackirk67@yahoo.com","(334) 803-0224",""
"Grove Hill	P. O. Box 847 Grove Hill, AL 36451	(251) 275-3153	https://townofgrovehillalabama.com	townclerk@ghcity.org","townclerk@ghcity.org","(251) 275-3153","https://townofgrovehillalabama.com"
"Guin	P. O. Box 249 Guin, AL 35563	(205) 468-2242	www.guinal.org	cityofguin@guinal.org","cityofguin@guinal.org","(205) 468-2242","www.guinal.org"
"Gulf Shores	P. O. Box 299 Gulf Shores, AL 36547	(251) 968-1124	www.gulfshoresal.gov	wparris@gulfshoresal.gov","wparris@gulfshoresal.gov","(251) 968-1124","www.gulfshoresal.gov"
"Guntersville	341 Gunter Ave. Guntersville, AL 35976	(256) 571-7560	www.guntersvilleal.org	cityclerk@guntersvilleal.org","cityclerk@guntersvilleal.org","(256) 571-7560","www.guntersvilleal.org"
"Gurley	P. O. Box 128 Gurley, AL 35748	(256) 776-3313	www.townofgurleyal.com	townclerks@townofgurleyal.com","townclerks@townofgurleyal.com","(256) 776-3313","www.townofgurleyal.com"
"Hackleburg	P. O. Box 279 Hackleburg, AL 35564	(205) 935-3133		townofhburg@centurytel.net","townofhburg@centurytel.net","(205) 935-3133",""
"Haleburg	1396 Main St. Columbia, AL 36319	(334) 696-2277","","(334) 696-2277",""
"Haleyville	911 21st St. Haleyville, AL 35565	(205) 486-3121	https://www.cityofhaleyville.com/	charbin@cityofhaleyville.com","charbin@cityofhaleyville.com","(205) 486-3121","https://www.cityofhaleyville.com"
"Hamilton	P. O. Box 188 Hamilton, AL 35570	(205) 921-2121	www.cityofhamilton.org	aowen@hamiltoncityal.org","aowen@hamiltoncityal.org","(205) 921-2121","www.cityofhamilton.org"
"Hammondville	37646 Us Highway 11 Hammondville, AL 35989	(256) 635-6374	https://hammondville.org	hammondvilletownclerk@gmail.com","hammondvilletownclerk@gmail.com","(256) 635-6374","https://hammondville.org"
"Hanceville	112 Main St., S.E. Hanceville, AL 35077	(256) 352-9830	www.cityofhanceville.net	twilcox@cityofhanceville.net","twilcox@cityofhanceville.net","(256) 352-9830","www.cityofhanceville.net"
"Harpersville	P. O. Box 370 Harpersville, AL 35078	(205) 672-9961	www.harpersvilleal.gov	townclerk@harpersvilleal.gov","townclerk@harpersvilleal.gov","(205) 672-9961","www.harpersvilleal.gov"
"Hartford	203 West Main St. Hartford, AL 36344	(334) 588-2245	www.cityofhartfordal.org	CityClerk@cityofhartfordal.org","CityClerk@cityofhartfordal.org","(334) 588-2245","www.cityofhartfordal.org"
"Hartselle	611 Chestnut St NW Hartselle, AL 35640	(256) 773-2535	www.hartselle.org	rlee@hartselle.org","rlee@hartselle.org","(256) 773-2535","www.hartselle.org"
"Hayden	P. O. Box 493 Hayden, AL 35079	(205) 543-6881	www.townofhayden.com	haydentownhall@haydenal.gov","haydentownhall@haydenal.gov","(205) 543-6881","www.townofhayden.com"
"Hayneville	P. O. Box 365 Hayneville, AL 36040	(334) 548-2128		sasmith1@htcnet.net","sasmith1@htcnet.net","(334) 548-2128",""
"Headland	25 Grove Street Headland, AL 36345	(334) 785-5601	www.headlandalabama.org	cityclerk@headlandalabama.org","cityclerk@headlandalabama.org","(334) 785-5601","www.headlandalabama.org"
"Heath	P. O. Box 1414 Andalusia, AL 36420	(334) 222-2289","","(334) 222-2289",""
"Heflin	P. O. Box 128 Heflin, AL 36264	(256) 463-2290	www.cityofheflin.org	towen@cityofheflin.org","towen@cityofheflin.org","(256) 463-2290","www.cityofheflin.org"
"Helena	P. O. Box 613 Helena, AL 35080	(205) 663-2161	www.cityofhelena.org	mharris@cityofhelena.org","mharris@cityofhelena.org","(205) 663-2161","www.cityofhelena.org"
"Henagar	P. O. Box 39 Henagar, AL 35978	(256) 657-6282	www.cityofhenagar.com	cityofhenagar@farmerstel.com","cityofhenagar@farmerstel.com","(256) 657-6282","www.cityofhenagar.com"
"Highland Lake	612 Lakeshore Dr. Highland Lake, AL 35121	(205) 625-6407	www.townofhighlandlake.com	highlandlake612@gmail.com","highlandlake612@gmail.com","(205) 625-6407","www.townofhighlandlake.com"
"Hillsboro	P. O. Box 10 Hillsboro, AL 35643	(256) 637-2070		cityofhillsboro1@bellsouth.net","cityofhillsboro1@bellsouth.net","(256) 637-2070",""
"Hobson City	715 Martin L. King, Jr. Dr. Hobson City, AL 36201	(256) 831-4940	www.townofhobsoncity.com	hobsoncityclerk@bellsouth.net","hobsoncityclerk@bellsouth.net","(256) 831-4940","www.townofhobsoncity.com"
"Hodges	P. O. Box 87 Hodges, AL 35571	(205) 935-3445		townofhodges1907@outlook.com","townofhodges1907@outlook.com","(205) 935-3445",""
"Hokes Bluff	P. O. Box 2338 East Gadsden, AL 35903	(256) 492-2414	www.cityofhokesbluff.com	hbcity@cityofhokesbluff.com","hbcity@cityofhokesbluff.com","(256) 492-2414","www.cityofhokesbluff.com"
"Holly Pond	P. O. Box 9 Holly Pond, AL 35083	(256) 796-2124	www.townofhollypond.com	townofhollypond@outlook.com","townofhollypond@outlook.com","(256) 796-2124","www.townofhollypond.com"
"Hollywood	P. O. Box 240 Hollywood, AL 35752	(256) 259-4845	www.thetownofhollywood.com	townofhollywood@yahoo.com","townofhollywood@yahoo.com","(256) 259-4845","www.thetownofhollywood.com"
"Homewood	P. O. Box 59666 Homewood, AL 35259	(205) 332-6100	www.homewoodal.net	bo.seagrist@homewoodal.org","bo.seagrist@homewoodal.org","(205) 332-6100","www.homewoodal.net"
"Hoover	100 Municipal Lane Hoover, AL 35216	(205) 444-7500	www.hooveralabama.gov	wendy.dickerson@hooveralabama.gov","wendy.dickerson@hooveralabama.gov","(205) 444-7500","www.hooveralabama.gov"
"Hueytown	1318 Hueytown Road Hueytown, AL 35023	(205) 491-7010	http://hueytownal.org	kfouts@hueytownal.org","kfouts@hueytownal.org","(205) 491-7010","http://hueytownal.org"
"Huntsville	P. O. Box 308 Huntsville, AL 35804	(256) 427-5000	www.huntsvilleal.gov	shaundrika.edwards@huntsvilleal.gov","shaundrika.edwards@huntsvilleal.gov","(256) 427-5000","www.huntsvilleal.gov"
"Hurtsboro	P. O. Box 358 Hurtsboro, AL 36860	(334) 667-7771	www.hurtsboro.us	townclerkhurtsboro@gmail.com","townclerkhurtsboro@gmail.com","(334) 667-7771","www.hurtsboro.us"
"Hytop	30332 Alabama Highway 79 Scottsboro, AL 35768	(256) 587-6094		hytoptown@centurytel.net","hytoptown@centurytel.net","(256) 587-6094",""
"Ider	P. O. Box 157 Ider, AL 35981	(256) 657-4184		townofiderclerk@farmerstel.com","townofiderclerk@farmerstel.com","(256) 657-4184",""
"Indian Springs	2635 Cahaba Valley Rd. Indian Springs, AL 35124	(205) 982-1755	www.indianspringsvillage.org	townclerk@indianspringsvillage.org","townclerk@indianspringsvillage.org","(205) 982-1755","www.indianspringsvillage.org"
"Irondale	P.O. Box 100188 Irondale, AL 35210	(205) 956-9200	https://www.cityofirondaleal.gov	mlockridge@cityofirondaleal.gov","mlockridge@cityofirondaleal.gov","(205) 956-9200","https://www.cityofirondaleal.gov"
"Jackson	P. O. Box 1096 Jackson, AL 36545	(251) 246-2461	http://cityofjacksonal.com	info@cityhalljacksonal.com","info@cityhalljacksonal.com","(251) 246-2461","http://cityofjacksonal.com"
"Jackson's Gap	P. O. Box 162 Jackson's Gap, AL 36861	(256) 825-8518	townofjacksonsgap.com	kt.jgmtownhall@gmail.com","kt.jgmtownhall@gmail.com","(256) 825-8518",""
"Jacksonville	320 Church Ave SE Jacksonville, AL 36265	(256) 435-7611	www.jacksonville-al.org	cityhall@jacksonville-al.org","cityhall@jacksonville-al.org","(256) 435-7611","www.jacksonville-al.org"
"Jasper	P. O. Box 1589 Jasper, AL 35502	(205) 221-2100	www.jaspercity.com	kchambless@jaspercity.com","kchambless@jaspercity.com","(205) 221-2100","www.jaspercity.com"
"Jemison	P. O. Box 609 Jemison, AL 35085	(205) 688-4492	www.jemisonalabama.org	cityofjemison@gmail.com","cityofjemison@gmail.com","(205) 688-4492","www.jemisonalabama.org"
"Kellyton	P. O. Box 75 Kellyton, AL 35089	(256) 786-1703","","(256) 786-1703",""
"Kennedy	P. O. Box 70 Kennedy, AL 35574	(205) 596-3670		townofkennedy@gmail.com","townofkennedy@gmail.com","(205) 596-3670",""
"Killen	P. O. Box 27 Killen, AL 35645	(256) 757-1246		kclerk1@att.net","kclerk1@att.net","(256) 757-1246",""
"Kilpatrick	27 County Road 179 Albertville, AL 35951	(256) 849-0934	kilpatrickal.org	clerk@kilpatrickal.org","clerk@kilpatrickal.org","(256) 849-0934",""
"Kimberly	P. O. Box 206 Kimberly, AL 35091	(205) 647-5551	www.kimberlyal.gov	duane.whatley@kimberlyal.gov","duane.whatley@kimberlyal.gov","(205) 647-5551","www.kimberlyal.gov"
"Kinsey	6947 Walden Drive Kinsey, AL 36303	(334) 793-5409		townofkinsey@graceba.net","townofkinsey@graceba.net","(334) 793-5409",""
"Kinston	P. O. Box 26 Kinston, AL 36453	(334) 565-3188		townofkinston@centurytel.net","townofkinston@centurytel.net","(334) 565-3188",""
"Lafayette	P. O. Box 87 Lafayette, AL 36862	(334) 864-7181	http://lafayetteal.com/	info@cityoflafayetteal.com","info@cityoflafayetteal.com","(334) 864-7181","http://lafayetteal.com"
"Lake View	22757 Central Park Dr. Lake View, AL 35111	(205) 477-1999		cityclerk@lakeviewalabama.gov","cityclerk@lakeviewalabama.gov","(205) 477-1999",""
"Lakeview	P. O. Box 85 Geraldine, AL 35974	(256) 659-4021","","(256) 659-4021",""
"Lanett	P. O. Box 290 Lanett, AL 36863	(334) 644-2141	www.cityoflanett.com	dgilbert@cityoflanett.com","dgilbert@cityoflanett.com","(334) 644-2141","www.cityoflanett.com"
"Langston	9277 County Road 67 Langston, AL 35755	(256) 228-6414		townoflangston@farmerstel.com","townoflangston@farmerstel.com","(256) 228-6414",""
"Leeds	1400 9th Street Leeds, AL 35094	(205) 699-2585	https://leedsalabama.gov	tarbitelle@leedsalabama.gov","tarbitelle@leedsalabama.gov","(205) 699-2585","https://leedsalabama.gov"
"Leesburg	215 Industrial Boulevard Leesburg, AL 35983	(256) 526-8890	www.leesburgal.com	leesburg@tds.net","leesburg@tds.net","(256) 526-8890","www.leesburgal.com"
"Leighton	P. O. Box 308 Leighton, AL 35646	(256) 446-8477		leiclerk308@att.net","leiclerk308@att.net","(256) 446-8477",""
"Level Plains	1708 Joe Bruer Road Daleville, AL 36322	(334) 347-0422		levelplains@yahoo.com","levelplains@yahoo.com","(334) 347-0422",""
"Lexington	P. O. Box 457 Lexington, AL 35648	(256) 229-5221	www.lexingtonal.org	townlex@lexingtonal.org","townlex@lexingtonal.org","(256) 229-5221","www.lexingtonal.org"
"Lincoln	P. O. Box 172 Lincoln, AL 35096	(205) 763-7777	www.lincolnalabama.com	Brittany.smith@lincolnal.org","Brittany.smith@lincolnal.org","(205) 763-7777","www.lincolnalabama.com"
"Linden	211 North Main St. Linden, AL 36748	(334) 295-5051	www.lindenalabama.net	bapcannon@yahoo.com","bapcannon@yahoo.com","(334) 295-5051","www.lindenalabama.net"
"Lineville	P. O. Box 247 Lineville, AL 36266	(256) 396-2581	www.cityoflinevilleal.com	cityoflineville@gmail.com","cityoflineville@gmail.com","(256) 396-2581","www.cityoflinevilleal.com"
"Lipscomb	5512 Avenue H Lipscomb, AL 35020	(205) 428-6374		assistantclerk@cityoflipscomb.org","assistantclerk@cityoflipscomb.org","(205) 428-6374",""
"Lisman	P. O. Box 157 Lisman, AL 36912	(205) 398-3889		lismantownhall@tds.net","lismantownhall@tds.net","(205) 398-3889",""
"Littleville	1810 George Wallace Hwy Russellville, AL 35654	(256) 332-3567		townoflittleville@gmail.com","townoflittleville@gmail.com","(256) 332-3567",""
"Livingston	P. O. Box W Livingston, AL 35470	(205) 652-2505	https://www.cityoflivingstonal.com/	kwatts@livingstonal.com","kwatts@livingstonal.com","(205) 652-2505","https://www.cityoflivingstonal.com"
"Loachapoka	P. O. Box 10 Loachapoka, AL 36865	(334) 821-1921		townofloachapoka.36865@gmail.com","townofloachapoka.36865@gmail.com","(334) 821-1921",""
"Lockhart	P. O. Box 216 Lockhart, AL 36455	(334) 858-6744		lockhartth@fairpoint.net","lockhartth@fairpoint.net","(334) 858-6744",""
"Locust Fork	P. O. Box 67 Locust Fork, AL 35097	(205) 681-4581	www.locustfork.com	townclerk@locustfork.com","townclerk@locustfork.com","(205) 681-4581","www.locustfork.com"
"Louisville	P. O. Box 125 Louisville, AL 36048	(334) 266-5210		clerk@louisvillealabama.gov","clerk@louisvillealabama.gov","(334) 266-5210",""
"Lowndesboro	P. O. Box 145 Lowndesboro, AL 36752	(334) 278-3434	townoflowndesboro.org	townoflowndesboro@yahoo.com","townoflowndesboro@yahoo.com","(334) 278-3434",""
"Loxley	P. O. Box 9 Loxley, AL 36551	(251) 964-5162	https://www.cityofloxley.com	melissal@townofloxley.org","melissal@townofloxley.org","(251) 964-5162","https://www.cityofloxley.com"
"Luverne	P. O. Box 249 Luverne, AL 36049	(334) 335-3741	http://luverne.org	cityhall@cityofluvernal.gov","cityhall@cityofluvernal.gov","(334) 335-3741","http://luverne.org"
"Lynn	P. O. Box 145 Lynn, AL 35575	(205) 893-5250	www.lynnalabama.com	marcia-townoflynn@tds.net","marcia-townoflynn@tds.net","(205) 893-5250","www.lynnalabama.com"
"Madison	100 Hughes Road Madison, AL 35758	(256) 772-5600	www.madisonal.gov	lisa.thomas@madisonal.gov","lisa.thomas@madisonal.gov","(256) 772-5600","www.madisonal.gov"
"Madrid	764 Decatur Rd., Box C-48 Cottonwood, AL 36320	(334) 677-5312","","(334) 677-5312",""
"Magnolia Springs	P. O. Box 890 Magnolia Springs, AL 36555	(251) 965-9888	www.townofmagnoliasprings.org	clerk@magnoliasprings-al.com","clerk@magnoliasprings-al.com","(251) 965-9888","www.townofmagnoliasprings.org"
"Malvern	312 S. Main St Slocomb, AL 36375	(334) 793-6537		tmalvern@sw.rr.com","tmalvern@sw.rr.com","(334) 793-6537",""
"Maplesville	P. O. Box 9 Maplesville, AL 36750	(334) 366-4211	www.townofmaplesville.com	maplesvilletowno@bellsouth.net","maplesvilletowno@bellsouth.net","(334) 366-4211","www.townofmaplesville.com"
"Margaret	P. O. Box 309 Margaret, AL 35112	(205) 629-5501		cityofmargaret@gmail.com","cityofmargaret@gmail.com","(205) 629-5501",""
"Marion	P. O. Drawer 959 Marion, AL 36756	(334) 683-6545	www.cityofmarional.org	lwhinton@cityofmarional.org","lwhinton@cityofmarional.org","(334) 683-6545","www.cityofmarional.org"
"Maytown	4505 Town Hall Drive Maytown, AL 35118	(205) 786-8611		townofmaytown@gmail.com","townofmaytown@gmail.com","(205) 786-8611",""
"Mcintosh	P. O. Box 385 Mcintosh, AL 36553	(251) 944-2428		mcitown@yahoo.com","mcitown@yahoo.com","(251) 944-2428",""
"Mckenzie	P. O. Box 151 Mckenzie, AL 36456	(334) 374-2311		mckenziem@centurytel.net","mckenziem@centurytel.net","(334) 374-2311",""
"Mcmullen	P. O. Box 469 Aliceville, AL 35442	(205) 373-2003","","(205) 373-2003",""
"Mentone	P. O. Box 295 Mentone, AL 35984	(256) 634-4444	www.mentonealabama.gov	mentoneal@yahoo.com","mentoneal@yahoo.com","(256) 634-4444","www.mentonealabama.gov"
"Midfield	725 Bessemer Super Hwy. Midfield, AL 35228	(205) 923-7578	www.cityofmidfield.com	cityclerk@cityofmidfield.com","cityclerk@cityofmidfield.com","(205) 923-7578","www.cityofmidfield.com"
"Midland City	P. O. Box 69 Midland City, AL 36350	(334) 983-3511		cityclerk3511@gmail.com","cityclerk3511@gmail.com","(334) 983-3511",""
"Midway	P. O. Box 36 Midway, AL 36053	(334) 529-3261		townofmidway@gmail.com","townofmidway@gmail.com","(334) 529-3261",""
"Millbrook	P. O. Box 630 Millbrook, AL 36054	(334) 285-6428	www.cityofmillbrook.org	lori.davis@cityofmillbrook-al.gov","lori.davis@cityofmillbrook-al.gov","(334) 285-6428","www.cityofmillbrook.org"
"Millport	P. O. Box 365 Millport, AL 35576	(205) 662-4228	www.townofmillportal.com	millporttownclerk@yahoo.com","millporttownclerk@yahoo.com","(205) 662-4228","www.townofmillportal.com"
"Millry	P. O. Box 563 Millry, AL 36558	(251) 846-2698		millrych@gmail.com","millrych@gmail.com","(251) 846-2698",""
"Mobile	P. O. Box 1827 Mobile, AL 36633	(251) 208-7411	www.cityofmobile.org	cityclerk@cityofmobile.org","cityclerk@cityofmobile.org","(251) 208-7411","www.cityofmobile.org"
"Monroeville	P. O. Box 147 Monroeville, AL 36461	(251) 575-2081	monroevilleal.gov	cityclerk@monroevilleal.gov","cityclerk@monroevilleal.gov","(251) 575-2081",""
"Montevallo	541 Main Street Montevallo, AL 35115	(205) 665-2555	www.cityofmontevallo.com	mayorsoffice@cityofmontevallo.com","mayorsoffice@cityofmontevallo.com","(205) 665-2555","www.cityofmontevallo.com"
"Montgomery	P. O. Box 1111 Montgomery, AL 36101	(334) 625-4636	www.montgomeryal.gov	bblalock@montgomeryal.gov","bblalock@montgomeryal.gov","(334) 625-4636","www.montgomeryal.gov"
"Moody	670 Park Ave. Moody, AL 35004	(205) 640-0307	www.moodyalabama.gov	tpatterson@moodyalabama.gov","tpatterson@moodyalabama.gov","(205) 640-0307","www.moodyalabama.gov"
"Mooresville	P. O. Box 42 Mooresville, AL 35649	(256) 509-0422	mooresvillealabama.com	clerk@topknot.us","clerk@topknot.us","(256) 509-0422",""
"Morris	590 Morris Majestic Road Morris, AL 35116	(205) 647-0596		christy@morrisal.us","christy@morrisal.us","(205) 647-0596",""
"Mosses	P. O. Box 296 Hayneville, AL 36040	(334) 563-9141		townofmosses045@gmail.com","townofmosses045@gmail.com","(334) 563-9141",""
"Moulton	720 Seminary St. Moulton, AL 35650	(256) 974-5191	www.cityofmoultonal.com	dpepper@moultoncityal.gov","dpepper@moultoncityal.gov","(256) 974-5191","www.cityofmoultonal.com"
"Moundville	P. O. Box 98 Moundville, AL 35474	(205) 371-2641	www.moundvillealabama.com	carol@moundville.net","carol@moundville.net","(205) 371-2641","www.moundvillealabama.com"
"Mount Vernon	1565 Boyles Avenue Mount Vernon, AL 36560	(251) 829-6633	www.mtvernonal.com	town-clerk1@mountvernonal.org","town-clerk1@mountvernonal.org","(251) 829-6633","www.mtvernonal.com"
"Mountain Brook	P. O. Box 130009 Mountain Brook, AL 35213	(205) 802-2400	www.mtnbrook.org	richardsh@mtnbrook.org","richardsh@mtnbrook.org","(205) 802-2400","www.mtnbrook.org"
"Mulga	P. O. Box 549 Mulga, AL 35118	(205) 781-0645		townclerk@townofmulga.com","townclerk@townofmulga.com","(205) 781-0645",""
"Munford	P. O. Box 10 Munford, AL 36268	(256) 358-9050		townofmunford@bellsouth.net","townofmunford@bellsouth.net","(256) 358-9050",""
"Muscle Shoals	P. O. Box 2624 Muscle Shoals, AL 35662	(256) 386-9200	cityofmuscleshoals.com	mshoals@hiwaay.net","mshoals@hiwaay.net","(256) 386-9200",""
"Myrtlewood	P. O. Box 70 Myrtlewood, AL 36763	(334) 295-4191		townofmyrtlewood@gmail.com","townofmyrtlewood@gmail.com","(334) 295-4191",""
"Napier Field	400 Headquarters St. Napier Field, AL 36303	(334) 983-3548		townofnapierfield@yahoo.com","townofnapierfield@yahoo.com","(334) 983-3548",""
"Natural Bridge	P. O. Box 367 Natural Bridge, AL 35577","","",""
"Nauvoo	P. O. Box 186 Nauvoo, AL 35578	(205) 697-5890	https://nauvooal.gov	nauvootownof@tds.net","nauvootownof@tds.net","(205) 697-5890","https://nauvooal.gov"
"Nectar	P. O. Box 235 Cleveland, AL 35049	(205) 559-8151	www.townofnectar.com	townclk@otelco.net","townclk@otelco.net","(205) 559-8151","www.townofnectar.com"
"Needham	2553 Needham Rd. Needham, AL 36915	(205) 673-3088","","(205) 673-3088",""
"New Brockton	P. O. Box 70 New Brockton, AL 36351	(334) 894-5283		newbrockton1@troycable.net","newbrockton1@troycable.net","(334) 894-5283",""
"New Hope	P. O. Box 419 New Hope, AL 35760	(256) 723-2616	www.cityofnewhope.org	nhcityclerk@nehp.net","nhcityclerk@nehp.net","(256) 723-2616","www.cityofnewhope.org"
"New Site	12791 Hwy. 22 E. New Site, AL 36256	(256) 234-2049	www.townofnewsite.com	townofnewsite1@charter.net","townofnewsite1@charter.net","(256) 234-2049","www.townofnewsite.com"
"Newbern	P. O. Box 127 Newbern, AL 36765	(334) 624-7621	https://newbernal.com/townhall	townofnewbernal@gmail.com","townofnewbernal@gmail.com","(334) 624-7621","https://newbernal.com"
"Newton	P. O. Box 10 Newton, AL 36352	(334) 299-3361		clerk@townofnewtonal.com","clerk@townofnewtonal.com","(334) 299-3361",""
"Newville	P. O. Box 119 Newville, AL 36353	(334) 889-2222		townofnewville@centurytel.net","townofnewville@centurytel.net","(334) 889-2222",""
"North Courtland	P. O. Box 93 North Courtland, AL 35618	(256) 637-6378		northcourtland@outlook.com","northcourtland@outlook.com","(256) 637-6378",""
"North Johns	P. O. Box 156 Adger, AL 35006	(205) 441-4838		townofnorthjohns@gmail.com","townofnorthjohns@gmail.com","(205) 441-4838",""
"Northport	P. O. Box 569 Northport, AL 35476	(205) 339-7000	www.cityofnorthport.org	gwebb@cityofnorthport.org","gwebb@cityofnorthport.org","(205) 339-7000","www.cityofnorthport.org"
"Notasulga	P. O. Box 207 Notasulga, AL 36866	(334) 257-1454	www.notasulgaal.com	binman@townofnotasulga.com","binman@townofnotasulga.com","(334) 257-1454","www.notasulgaal.com"
"Oak Grove	1042 Forest Glen Rd. Oak Grove, AL 35150	(256) 249-9971	www.townofoakgrove.org	clerk@townofoakgrove.org","clerk@townofoakgrove.org","(256) 249-9971","www.townofoakgrove.org"
"Oak Hill	P. O. Box 9 Oak Hill, AL 36766	(251) 746-2642	www.oakhillal.com	bhrb@hillyoak.com","bhrb@hillyoak.com","(251) 746-2642","www.oakhillal.com"
"Oakman	P. O. Box 267 Oakman, AL 35579	(205) 622-3232		Oakmancity@gmail.com","Oakmancity@gmail.com","(205) 622-3232",""
"Odenville	183 Alabama Street Odenville, AL 35120	(205) 629-6366	www.cityofodenville.net	cityclerk@odenvilleal.gov","cityclerk@odenvilleal.gov","(205) 629-6366","www.cityofodenville.net"
"Ohatchee	P. O. Box 645 Ohatchee, AL 36271	(256) 892-3233	townofohatchee.com	townclerk@townofohatchee.com","townclerk@townofohatchee.com","(256) 892-3233",""
"Oneonta	202 Third Ave., E. Oneonta, AL 35121	(205) 274-2150	www.cityofoneonta.us	acole@cityofoneonta.us","acole@cityofoneonta.us","(205) 274-2150","www.cityofoneonta.us"
"Onycha	25660 Gift Shop Rd Opp, AL 36467	(334) 493-7038		Lynnesflorist87@gmail.com","Lynnesflorist87@gmail.com","(334) 493-7038",""
"Opelika	P. O. Box 390 Opelika, AL 36803	(334) 705-5150	www.opelika.org	rjones@opelika-al.gov","rjones@opelika-al.gov","(334) 705-5150","www.opelika.org"
"Opp	P. O. Box 610 Opp, AL 36467	(334) 493-4572	www.cityofopp.com	janb@cityofopp.com","janb@cityofopp.com","(334) 493-4572","www.cityofopp.com"
"Orange Beach	P. O. Box 458 Orange Beach, AL 36561	(251) 981-6979	www.orangebeachal.gov	reberly@orangebeachal.gov","reberly@orangebeachal.gov","(251) 981-6979","www.orangebeachal.gov"
"Orrville	14761 Main Street Orrville, AL 36767	(334) 996-9726		townoforrville11@aol.com","townoforrville11@aol.com","(334) 996-9726",""
"Owens Cross Roads	P. O. Box 158 Owens Cross Roads, AL 35763	(256) 725-4163	https://owenscrossroadsal.gov	christie.eason@owenscrossroadsal.gov","christie.eason@owenscrossroadsal.gov","(256) 725-4163","https://owenscrossroadsal.gov"
"Oxford	P. O. Box 3383 Oxford, AL 36203	(256) 835-6100	www.oxfordalabama.org	alan.atkinson@oxfordal.gov","alan.atkinson@oxfordal.gov","(256) 835-6100","www.oxfordalabama.org"
"Ozark	P. O. Box 1987 Ozark, AL 36361	(334) 774-5393	www.ozarkal.gov	cfo@ozarkal.gov","cfo@ozarkal.gov","(334) 774-5393","www.ozarkal.gov"
"Paint Rock	P. O. Box 143 Paint Rock, AL 35764	(256) 714-3773		clerkatpaintrock@gmail.com","clerkatpaintrock@gmail.com","(256) 714-3773",""
"Parrish	P. O. Box 89 Parrish, AL 35580	(205) 686-9991		townof@parrish.org","townof@parrish.org","(205) 686-9991",""
